CSD_code,HOMO_Energy,LUMO_Energy,Polarizability
FUDSOO,-0.19344,-0.04332,538.96677
YICSEJ,-0.23088,-0.06164,331.499704
HOTJUV,-0.19252,-0.04621,662.452145
FURLOT,-0.15856,-0.01461,272.589713
FUDMIC,-0.17506,-0.04134,434.292096
NICJEQ,-0.15583,-0.03997,514.334868
EJOBAG,-0.16879,-0.00637,558.786376
UKOQIV,-0.17397,-0.08327,409.296329
IXUREY,-0.1828,-0.05603,515.726799
ICOGAJ,-0.1796,-0.0407,494.82111
PAWXAM,-0.17284,-0.04616,608.90667
XEQSET,-0.15674,-0.0445,481.407884
QELKAU,-0.19369,-0.05656,525.344355
HOCXIH,-0.21358,-0.07931,442.848534
VERMIR,-0.17442,-0.04212,546.677073
HUTFIM,-0.16284,-0.06633,529.145164
ZUGJUI,-0.19112,-0.03723,613.10144
UBEQUP,-0.16922,-0.04996,385.112206
TEHPOM,-0.18632,-0.02488,797.946222
CEBKOM,-0.17892,-0.03346,350.75945
KANTIF,-0.19003,-0.05395,741.647752
YIGNOU,-0.18268,-0.07905,652.748877
PAFSOH,-0.18993,-0.04821,582.152932
OVIQAM,-0.16875,-0.07795,484.456134
SODNUW,-0.1619,-0.00331,273.610627
UZOREI,-0.18717,-0.02886,668.717545
MEDMOX,-0.10554,-0.019,288.838903
KAYBOB,-0.17093,-0.02863,362.189601
UBERIE,-0.16811,-0.06316,493.518021
PAKVUU,-0.17495,-0.08504,494.986212
QALJOE,-0.19857,-0.09002,486.146323
XINNEO,-0.34481,-0.18885,286.739104
GINROK,-0.35283,-0.11834,207.649234
KEZZUN,-0.21331,-0.10612,266.509749
SEZZUU,-0.30273,-0.14114,313.54145
TOJMAH,-0.19999,-0.04075,498.023975
JIYVIX,-0.18741,-0.04588,578.016484
RURGES,-0.18046,-0.0706,504.161144
PUQMEU,-0.15799,-0.05181,964.35724
BALTAM,-0.19634,-0.06517,433.091016
MINQEF,-0.28794,-0.13098,966.76727
QIRZAU,-0.1631,0.0009,530.799782
XUFGIQ,-0.13624,-0.02583,349.709237
IBIFEE,-0.18479,-0.03593,948.553198
NUZHEW,-0.1808,-0.07282,899.558152
QOKPUC,-0.2959,-0.11939,326.983644
DUDREA,-0.0271,0.07091,418.863588
SOMQAN,-0.18623,-0.07008,634.753328
EXACUB,-0.18324,-0.01619,338.410735
BAWNEU,-0.24119,-0.05308,475.531073
PADGIL,-0.16161,-0.02183,451.335629
LACNOU,-0.16181,-0.02875,523.262921
QALJIY,-0.17649,-0.08473,485.3347
LODRUS,-0.19272,0.03803,637.658678
IJAYUO,-0.1939,-0.0568,416.663485
YEZROM,-0.1489,-0.05579,599.017081
NICHAJ,-0.22555,-0.05572,302.019094
FUDSEE,-0.16118,-0.04892,537.814613
CURVIV,-0.10978,-0.04678,534.518156
LITSEO,-0.17236,-0.1006,573.894309
GUSQIU,-0.19079,-0.08317,468.296032
WONHOZ,-0.18544,-0.07203,665.459013
XANYUG,-0.19332,-0.0673,438.265819
ROJMEJ,-0.15395,-0.01702,446.657357
ZESZIJ,-0.18303,-0.07716,796.051022
EMASUI,-0.22406,-0.05083,406.27452
WUZJOQ,-0.18168,-0.02955,530.143612
YOSHEV,-0.16592,-0.08392,692.960109
PESYIY,-0.1728,-0.02064,553.870384
BADQUU,-0.16501,-0.01242,694.95009
LULGAC,-0.18849,-0.06126,541.884086
FUDRUT,-0.15816,-0.05188,575.908918
HOCXUT,-0.21381,-0.07841,536.226752
EMUTEN,-0.28862,-0.13318,397.35265
XEVDAE,-0.16714,-0.02804,368.300463
LAWRAC,-0.10042,-0.00663,328.306764
PIHDER,-0.15606,-0.02238,466.974743
ELEJOU,-0.18283,-0.05649,308.460079
HUWFEK,-0.32028,-0.16355,751.962873
BOBJIM,-0.17474,-0.04022,391.866575
AYOZIX,-0.20687,-0.06904,450.413872
SUSKOH,-0.24625,-0.11301,376.016001
UJAXEJ,-0.14913,-0.04735,639.476478
NAXTOY,-0.18216,-0.06455,596.625454
BICXUI,-0.21009,-0.07459,441.316273
DANVAP,-0.16931,-0.085,669.677181
RIKGID,-0.17394,-0.05304,459.647463
ENAFOO,-0.18449,-0.04514,479.566154
QUBWIT,-0.21963,-0.04794,435.705032
SIHZER,-0.1659,-0.02106,347.733572
WUFTAS,-0.32534,-0.21203,433.264139
GAJCEB,-0.19561,-0.09561,784.802145
USELIO,-0.22161,-0.0728,533.355381
FUDTAB,-0.19713,-0.04465,479.22973
QELKIC,-0.18896,-0.04402,544.280461
IPISOQ,-0.17671,-0.04929,523.02666
FOCGEM,-0.20704,-0.11172,431.523165
YOSMID,-0.14602,-0.01185,400.010656
HEXYUG,-0.18018,-0.09299,393.867049
TUCTAM,-0.19368,-0.02578,523.504448
FIYWUF,-0.2562,-0.05785,217.487797
LIRGOI,-0.18714,-0.09091,481.415667
MORZOK,-0.15046,-0.06696,703.145145
EXUYUT,-0.15275,-0.01947,749.023552
RISYUQ,-0.21774,-0.1171,582.149159
MIRYOD,-0.1988,-0.01507,314.400222
PUBREK,-0.15569,-0.0579,623.410381
ARIKUI,-0.1795,-0.03471,400.075077
QEHXUY,-0.18921,-0.05615,706.538244
ERASIZ,-0.07298,0.08659,278.092114
TAKBEP,-0.19037,-0.06186,700.019046
IXURAU,-0.16756,-0.07046,601.218388
OVAHAV,-0.18091,-0.06376,589.916691
HAFZIZ,-0.16261,-0.01585,349.950016
WUQBUG,-0.16745,-0.0344,300.89224
FUDMEY,-0.1812,-0.04319,472.178253
LAZQAF,-0.16441,-0.07304,509.425496
ITUWUP,-0.21486,-0.0392,354.612579
TOQVAX,-0.17252,0.00764,435.045617
PESZOC,-0.19608,-0.0426,608.408674
QOKJEG,-0.20067,-0.08289,650.548531
LOMYUJ,-0.22385,-0.10581,290.725437
ZUXPUD,-0.18079,-0.018,456.800986
IFEGOR,-0.15813,-0.05671,572.891455
AGUVUT,-0.16706,-0.03807,344.203557
TASGUQ,-0.28152,-0.05078,621.371609
KINDEQ,-0.24,-0.12213,339.883508
RATLOQ,-0.16474,-0.15347,649.755648
IXUQUN,-0.18655,-0.05967,515.174978
ILAYAV,-0.15677,-0.00781,580.846605
RIFXAH,-0.18072,-0.06313,493.541164
GOJQAX,-0.23916,-0.13613,578.005805
EFEHON,-0.16617,-0.00682,355.27382
GIZXOE,-0.18276,-0.05013,833.534551
TEZSIC,-0.17794,-0.05096,581.771267
IDEPAI,-0.18378,-0.01654,666.451737
UMEWIT,-0.17693,-0.05695,406.006632
MUBPUW,-0.18108,-0.04053,382.542377
BIRJUH,-0.06101,0.02578,565.62446
RIHXUE,-0.16894,-0.1478,484.650179
NEPPEG,-0.14897,-0.05198,540.574753
TAZHEI,-0.27999,-0.09815,279.388907
QEJFES,-0.157,-0.05097,619.057693
YUFXAZ,-0.18706,-0.04802,391.54128
UBAMUI,-0.21092,-0.0853,474.057352
ROXBAJ,-0.17408,-0.10374,588.8858
JASWEG,-0.17491,-0.0487,483.626211
COSCAR,-0.16704,-0.03601,398.054853
WONHUF,-0.17573,-0.058,717.62487
SURBEO,-0.18778,-0.05179,507.773239
AFOYID,-0.17154,-0.09073,332.677623
POSWUQ,-0.18728,-0.05376,670.524224
FUPZIA,-0.09212,0.04325,823.591564
LODHIV,-0.18089,-0.06641,498.71827
SIMWAO,-0.15756,-0.05992,923.1812
TEZSEY,-0.19664,-0.06028,543.346479
KETFAT,-0.20478,-0.09986,1046.58924
VEVTAT,-0.17557,-0.04711,654.50515
JINMUP,-0.16488,-0.02844,343.26497
QOXLIZ,-0.35194,-0.24214,424.312687
IYEFIC,-0.19066,-0.07777,812.85861
HAMZOK,-0.33477,-0.23293,229.170973
KITJEF,-0.23538,-0.02736,188.403882
JASWAC,-0.19455,-0.02531,395.714271
BUGREC,-0.19517,0.02006,801.83941
HUQBUR,-0.18234,-0.056,914.413991
AKAFIC,-0.13823,-0.08249,703.553148
XONZIJ,-0.18139,-0.036,790.694663
FAMVEV,-0.15635,-0.02569,373.231987
RIKLAA,-0.19388,-0.07016,501.629979
NIQCOH,-0.34823,-0.21025,314.513003
PIYTAU,-0.1502,-0.02226,578.704703
RAMHIY,-0.15449,-0.05927,376.682223
NIDCEI,-0.20683,-0.069,450.411366
PIHDAN,-0.15559,-0.02721,706.751624
SOQJUG,-0.22314,-0.04208,626.112111
NIKKUO,-0.19423,-0.0586,507.026521
PACMOV,-0.17361,-0.04366,491.531351
HUQBOL,-0.18551,-0.06339,672.02189
ATOVIP,-0.15922,-0.04811,782.48816
ROCWAJ,-0.18762,-0.09132,437.56529
BORQOO,-0.25541,-0.18726,618.734944
VOGHUW,-0.15772,-0.05028,438.485753
VOQWUT,-0.15737,-0.0562,769.487009
LUSBEH,-0.18111,-0.08187,635.279475
VEVTEX,-0.17288,-0.05004,700.972584
TATTEO,-0.20989,-0.03681,331.18654
MIRYUJ,-0.19882,-0.01508,314.399455
YIGPAI,-0.1795,-0.06783,633.179177
RIKGEZ,-0.17556,-0.05708,368.562079
BEPDAD,-0.15535,-0.04346,631.430509
RILRUC,-0.15238,-0.05892,583.806247
OVAHUP,-0.18961,-0.06777,572.422137
HUDGIY,-0.18744,-0.05805,607.676945
NAHNOB,-0.22494,-0.07381,353.702697
XIDCOD,-0.19864,-0.05847,720.845789
COWZIY,-0.16052,-0.06092,486.810508
NAXYUJ,-0.18226,-0.05919,672.2776
ZERWEB,-0.29452,-0.15945,306.004811
AXOMOP,-0.16651,-0.03433,353.422274
OCEKUF,-0.09612,0.01165,426.349921
CABCOZ,-0.19474,-0.03895,535.433591
TAMVEK,-0.07134,0.03649,783.54398
MOMKIJ,-0.1838,-0.09197,508.16875
DEKQAN,-0.22184,-0.06967,735.684865
WUYKIL,-0.1641,-0.07536,454.043249
ABEVAG,-0.19775,-0.01737,262.988421
IKERUM,-0.16522,-0.03495,338.295015
ZAVZEE,-0.12822,-0.11449,848.529575
XIQQIZ,-0.16698,-0.02838,348.244827
RUXSIO,-0.15435,-0.06178,588.034505
REYVOI,-0.15499,-0.03699,469.526338
JIKVIL,-0.17995,-0.03617,484.893047
JUKGUR,-0.34707,-0.15896,226.274816
JACPEI,-0.2011,-0.01822,554.166148
KALVEA,-0.17484,-0.00589,374.436817
ZEYFEO,-0.2001,-0.08619,318.422011
UMAGUM,-0.19054,-0.08164,496.474474
VORVUV,-0.20128,-0.07703,285.078847
FEKHIM,-0.2159,-0.0994,212.631166
VALPON,-0.20779,-0.08973,393.653638
HALFEG,-0.17554,-0.01509,336.694412
PODMEA,-0.18994,-0.07337,348.388162
HUYNIY,-0.19369,-0.07238,225.05951
USEHAC,-0.23436,-0.08495,265.735019
LIXMEK,-0.19067,-0.0815,456.125502
RIQHOQ,-0.15862,-0.05317,366.651388
IZICOJ,-0.19793,-0.08254,324.321916
PADXUN,-0.17254,-0.07301,313.711288
VACRUO,-0.24362,-0.05537,492.953591
LUJMEJ,-0.21121,-0.08629,482.247506
OFAJUA,-0.18967,-0.08585,326.278197
DOGDUA,-0.20835,-0.10413,412.875483
YOGWUN,-0.20149,-0.08083,228.57085
QAJGOY,-0.19473,-0.08071,244.989463
JOPQEK,-0.19123,-0.06446,445.257182
XUWRUD,-0.19285,-0.08322,645.759166
TACZUT,-0.17632,-0.0554,417.415008
HEFSES,-0.21399,-0.05612,257.926776
QATGID,-0.16826,-0.10979,442.560467
YEVBEH,-0.16466,-0.01518,409.980719
AKALII,-0.18051,-0.05203,477.736329
HAFVER,-0.19555,-0.02847,425.712487
PETXER,-0.19384,-0.07599,400.487048
NEYWUK,-0.18139,-0.05562,804.738093
ZUBTAR,-0.16466,-0.09666,363.176062
MILMIF,-0.17507,-0.05093,475.954968
GAVSED,-0.20645,-0.06946,404.748324
YUPBUG,-0.20936,-0.06902,187.917956
IDUYEN,-0.16779,-0.07975,463.14214
HISWUB,-0.16038,-0.06957,410.418768
ULONIS,-0.22657,-0.10259,202.382987
LIBCOP,-0.16881,-0.07356,560.915324
FOVDUR,-0.18209,-0.06469,367.367153
YOZDIA,-0.21954,-0.08284,252.435569
SIKVAL,-0.17981,-0.06954,476.564513
ANAWUI,-0.1755,-0.05923,390.620701
YUMPAX,-0.25105,-0.07869,896.341578
BINHUC,-0.21878,-0.0638,439.618216
IQAXON,-0.19769,-0.08397,330.116732
BUFKAQ,-0.22689,-0.0666,378.660692
CIBKEE,-0.18696,-0.06299,391.224672
RERQUA,-0.19548,-0.07878,273.219184
GILNIZ,-0.19137,-0.10084,254.76533
QISMEK,-0.21079,-0.07231,284.635542
KIHLES,-0.17914,-0.04534,387.098483
RERQIO,-0.19588,-0.07386,261.582225
ZIRRUN,-0.17162,-0.05558,308.083735
RIRXEV,-0.16861,-0.01601,226.804244
NOPWUL,-0.19104,-0.06643,475.361056
NURGOW,-0.21295,-0.07557,247.601699
PICGEO,-0.20158,-0.04064,459.854889
BOGPUI,-0.20191,-0.08966,340.252854
POVPOG,-0.1646,-0.05889,396.75497
EPUPEL,-0.1661,-0.08107,476.712568
LIWXIY,-0.18558,-0.08569,401.104509
EQOFOH,-0.20598,-0.05749,352.142422
RODSEL,-0.18237,-0.05448,428.716151
TEBRAT,-0.17756,-0.06397,607.803701
LUVTOM,-0.16317,-0.05871,428.635391
HAFVAN,-0.17477,-0.01941,470.41176
DIDPEL,-0.17524,-0.07189,295.155377
FICCEA,-0.14731,-0.08215,374.896483
NEFLUH,-0.15474,-0.04257,226.179902
RUNPIA,-0.17432,-0.07805,569.176579
KADKUW,-0.21532,-0.06539,381.587182
GOHWUW,-0.18722,-0.08515,413.353249
FODSAS,-0.17626,-0.0724,359.924171
JILMAV,-0.17586,-0.02459,374.004731
HIKBIO,-0.2502,-0.08844,208.651182
WUHZIJ,-0.20631,-0.09931,405.114816
GIPWAD,-0.34364,-0.19708,265.945252
RAPDEU,-0.18292,-0.01296,493.236513
OHUPAK,-0.16554,-0.06346,317.07578
PONDOL,-0.33725,-0.19911,228.995816
KIFFOV,-0.1943,-0.03917,270.988336
WARWAN,-0.22146,-0.08293,186.549658
QAHREW,-0.20012,-0.07982,267.302703
GIVYER,-0.20192,-0.1103,380.146025
RETVER,-0.16352,-0.06738,557.29715
XEHFUM,-0.19753,-0.07956,197.453415
QUHDUT,-0.18351,-0.07604,473.710577
BOPNAW,-0.1731,-0.07135,414.388842
MURHAI,-0.20189,-0.08121,292.842783
BIJLAI,-0.20111,-0.07119,306.092344
MIVMUZ,-0.18516,-0.04818,353.745071
FOMMAV,-0.22103,-0.0992,181.767418
JIMFIU,-0.15722,-0.03051,289.422686
XIKGII,-0.19636,-0.11021,237.448495
HEFROB,-0.21187,-0.06606,268.397704
DIBGOK,-0.18415,-0.07733,305.145107
SIMDEA,-0.17219,-0.05851,501.33463
AGITIU,-0.19168,-0.02436,391.093812
CESDAG,-0.18135,-0.0547,348.908346
GAXSON,-0.16751,-0.082,210.174528
GALZAU,-0.08653,-0.04602,279.707963
EMOLIB,-0.20557,-0.05907,328.29353
HOWHOR,-0.21308,-0.01161,424.854321
FIGSAP,-0.22179,-0.06792,157.597327
YIJTOB,-0.15796,-0.09478,535.398133
OMABEJ,-0.19663,-0.05977,610.294774
YUPVUA,-0.16585,-0.04518,379.162619
YEDMAX,-0.22842,-0.0837,305.702359
USEKIN,-0.18749,-0.06362,360.964864
VUFYAX,-0.15893,-0.02463,442.462593
BIJVEW,-0.19346,-0.09946,219.836649
TOMFIK,-0.18641,-0.07023,292.166418
VIQMUE,-0.21642,-0.07604,591.730936
JANWEB,-0.19738,-0.08571,423.302001
GINJOC,-0.20201,-0.08337,446.581213
OZUCES,-0.10541,0.05726,361.730424
ZUXZIB,-0.20601,-0.04164,241.229896
DAMVUK,-0.14445,-0.08151,351.505992
ICEHAZ,-0.33897,-0.20475,279.664964
NONTEP,-0.23106,-0.11479,231.498692
WIKYOF,-0.16226,-0.07922,286.862864
GAWQIE,-0.19066,-0.06248,231.710948
BEHVUF,-0.19447,-0.06477,569.066678
COGSID,-0.17192,-0.07827,438.415333
WEKMUU,-0.20416,-0.07991,408.708848
XOWLEA,-0.18133,-0.02215,273.081485
MITVOA,-0.1943,-0.06998,479.180546
WAYHUC,-0.18526,-0.05285,369.487733
XEQRUI,-0.18673,-0.05707,630.933928
QEWPUD,-0.18616,-0.09146,326.065555
ZUXFAZ,-0.20516,-0.09274,448.69931
SEFCIP,-0.13797,-0.02053,258.156892
XOBHOM,-0.20789,-0.07042,255.2655
COQLEA,-0.17903,-0.09328,518.521861
XECXAE,-0.20817,-0.1292,498.783456
ZAGTEG,-0.20257,-0.09208,467.934669
GAFKOO,-0.17412,-0.01733,249.075452
OZEQER,-0.16157,-0.03127,531.220429
OWEXEV,-0.16447,-0.04651,263.387241
SIKTOX,-0.20541,-0.08925,498.196814
RERHIF,-0.20468,-0.07108,252.775181
ZIMYAV,-0.18141,-0.03773,373.529061
CIXTAG,-0.17971,-0.09905,351.028448
KUMBAX,-0.21674,-0.11117,340.190515
FAPCAB,-0.20866,-0.10305,596.152366
CIBJUT,-0.21114,-0.05659,493.352595
FOVFIH,-0.18558,-0.06507,512.338152
JEXYUJ,-0.18955,-0.08387,272.644175
UWIJIV,-0.18784,-0.07071,294.292992
OCOBIT,-0.18502,-0.08564,343.826031
USEKAF,-0.20171,-0.08886,336.073772
DOFFAF,-0.21021,-0.06729,205.351193
DAPQOA,-0.22238,-0.08599,301.142048
YACTAZ,-0.1885,-0.10778,471.30806
SIGPIJ,-0.16637,-0.08861,597.442846
OVEWES,-0.22032,-0.09006,559.241891
BIXZAM,-0.16337,-0.03872,327.188938
CIGFUU,-0.20481,-0.07107,364.109886
BECPEF,-0.18421,-0.0338,424.0963
BIPPAU,-0.19981,-0.10446,391.829046
UGOZOH,-0.14814,-0.04833,319.611725
MOMQEK,-0.20552,-0.06734,279.708985
FALFAA,-0.21672,-0.10814,425.558147
QUBHIG,-0.14306,-0.05074,362.054463
NOJXEQ,-0.15188,-0.06805,577.049023
WEVGAF,-0.1825,-0.05083,577.513617
NECROC,-0.18569,-0.06977,422.957525
FIGQUH,-0.19213,-0.09206,396.120035
JUMHAA,-0.18155,-0.05362,237.213663
NICKOB,-0.18021,-0.03933,424.579724
WUXWUH,-0.22348,-0.05798,164.799986
WOPLOD,-0.20404,-0.06301,271.872567
SIGTAE,-0.22496,-0.10198,367.432339
KIYGOP,-0.22641,-0.10432,256.298841
NEYCID,-0.24064,-0.12333,195.579019
QOHWAL,-0.1212,-0.09475,754.975823
SEBHAK,-0.23426,-0.06068,566.768387
SEPXET,-0.19265,-0.08364,354.684127
DOGFIQ,-0.20718,-0.11337,400.440138
QIFWUZ,-0.1929,-0.06134,280.576947
PAYREN,-0.21218,-0.10374,327.008516
NURMAP,-0.17722,-0.06218,332.42911
LIQYOA,-0.18764,-0.07685,506.034036
OPINOR,-0.19327,-0.07085,319.158289
CUSNIN,-0.19721,-0.08166,364.46721
PERCOF,-0.19536,-0.04353,815.322768
SIGMIG,-0.1706,-0.05709,571.417401
WOKJIQ,-0.18005,-0.07205,565.394813
FUMJOM,-0.2057,-0.06332,688.386249
HIWGEZ,-0.26633,-0.14672,648.609362
WABRUN,-0.18132,-0.05088,629.670621
FEHFAA,-0.16728,-0.01151,380.638699
GIPTUU,-0.20543,-0.06049,276.114833
VOLFOU,-0.20035,-0.05041,474.479463
VUMLAS,-0.30868,-0.2093,371.229797
NACHIJ,-0.16583,-0.06869,377.978152
TIRGAC,-0.18718,-0.05965,516.24913
REZZEC,-0.20348,-0.05526,479.4091
QOPBIG,-0.17663,-0.09292,328.249451
LIGJAM,-0.20223,-0.05531,470.862688
WEFVAH,-0.17182,-0.07729,488.400496
XOTLOJ,-0.23346,-0.09329,442.558104
SIFZOY,-0.17809,-0.04703,632.91119
AJODEK,-0.2141,-0.09,182.389459
BARSIX,-0.19607,-0.04958,402.704407
EBAWUA,-0.16597,-0.06694,544.050619
BABWAE,-0.17081,-0.03449,387.718478
QICYAC,-0.19336,-0.08816,670.847142
HOBYIJ,-0.177,-0.06537,581.150021
ZOGBUS,-0.21142,-0.09735,422.3076
HAXSII,-0.26955,-0.14006,460.217342
HUQLUC,-0.20353,-0.05384,303.979723
DOGGIQ,-0.16124,-0.05674,472.587616
AGUZIM,-0.21958,-0.04389,375.786495
LEFLEO,-0.19518,-0.08951,356.658093
AMIREU,-0.22006,-0.10885,595.181307
KUGPAF,-0.1712,-0.07838,586.542761
TIRKIO,-0.18921,-0.05321,533.275046
GATNUL,-0.20352,-0.07545,443.026265
TETQAL,-0.17763,-0.09588,432.253764
HAWROM,-0.2212,-0.07924,191.631432
ADIFOJ,-0.16964,-0.07109,284.162022
IZIWET,-0.20999,-0.08805,349.253536
ULULAO,-0.21441,-0.07558,259.258978
QIPHAY,-0.17729,-0.08264,467.74196
UXIREZ,-0.16871,-0.07465,613.998241
MQUPTI,-0.18177,-0.15548,486.904053
XAWTAR,-0.17651,-0.04051,451.223635
MONPOU,-0.23452,-0.11229,414.99844
MURNEU,-0.17961,-0.04825,441.186954
NOXPAR,-0.19064,-0.0161,315.620026
OQIFEA,-0.19785,-0.07866,400.293522
MIBVAU,-0.20623,-0.06996,310.110327
UJITAI,-0.18603,-0.05796,402.209146
ZEFTOT,-0.2047,-0.09364,247.258468
KAPVED,-0.20751,-0.11729,388.820014
TIGXAI,-0.1719,-0.04018,380.466508
XIKFUT,-0.17846,-0.10107,231.903717
COMPIF,-0.17608,-0.0748,386.178664
YAJRIK,-0.20964,-0.07413,312.704248
NAXHOJ,-0.22034,-0.09756,416.565935
LAKWAW,-0.18727,-0.08981,633.10301
LEHWUQ,-0.19287,-0.17093,246.247344
WEZFAK,-0.21792,-0.09569,529.397302
GAHHIJ,-0.17817,-0.04788,585.086628
EGUNEA,-0.20749,-0.06416,317.17593
CAJZIX,-0.20574,-0.0707,354.971588
CPPMXT,-0.16429,-0.09813,422.835505
JOMWOX,-0.31869,-0.19479,309.78693
MUVCEN,-0.19447,-0.10204,563.967685
MAHWUP,-0.17136,-0.04253,402.181275
CIYQIK,-0.19392,-0.11323,282.561097
LUFXAL,-0.19152,-0.05749,292.633825
ZELHOP,-0.19038,-0.08213,259.938968
SEJGAQ,-0.20174,-0.08625,282.100945
GATFAJ,-0.3294,-0.23495,387.017203
GATXEG,-0.23346,-0.10145,312.036868
JUJVAL,-0.19769,-0.08018,408.438928
PURHEP,-0.17383,-0.06956,550.037471
VOZKEC,-0.17791,-0.09125,583.030896
ZISQAT,-0.20673,-0.09553,295.818668
TEHTEF,-0.19883,-0.12235,306.487078
ABUTIB,-0.14442,-0.07325,270.589243
IHORUT,-0.20567,-0.09244,250.74413
GECVIU,-0.1746,-0.09015,442.627823
JOHMOJ,-0.20144,-0.08363,325.368818
JUNYEY,-0.1987,-0.04608,334.698198
INEPIB,-0.19518,-0.08015,319.818289
NAZJON,-0.15993,-0.06288,315.129169
MASQUT,-0.23471,-0.11296,263.058358
TEVSEV,-0.19644,-0.07605,609.451317
YEYKUJ,-0.22609,-0.1137,254.411943
XITPOG,-0.19199,-0.07102,351.414332
ENARAN,-0.18238,-0.05479,538.523557
WILCUS,-0.20046,-0.10219,297.975259
ZELHIJ,-0.20112,-0.06682,248.272748
HORWOA,-0.2164,-0.05627,255.774087
ZAJLAX,-0.19854,-0.08112,304.132328
YANFEZ,-0.18709,-0.07273,378.912669
EFOCEK,-0.17107,-0.04284,497.315108
HOBCOQ,-0.22395,-0.11201,515.463243
TUCNOU,-0.10809,0.0236,167.755104
XALREH,-0.20879,-0.0706,265.582978
XARKIL,-0.13847,-0.06432,696.107701
YIQWEA,-0.15139,-0.06354,265.323723
NODLAW,-0.15066,-0.05543,559.4107
IFODEN,-0.1783,-0.08154,334.453992
PEBQOC,-0.14908,-0.06316,329.379189
MUVJAO,-0.21652,-0.08661,353.203067
XOGPUF,-0.17539,-0.03201,256.076458
WIWLAS,-0.20102,-0.09892,370.072333
JAKKEM,-0.18544,-0.07102,437.514595
FUQZEX,-0.17986,0.00138,220.434259
YAQQIT,-0.21485,-0.09594,330.714012
YENBEZ,-0.21776,-0.07762,289.169247
LULCEA,-0.18668,-0.04962,308.935229
UBIGET,-0.19152,-0.02033,410.123261
WAQNAD,-0.21608,-0.0435,258.566077
FICJUX,-0.22184,-0.10222,388.327918
ZISRIC,-0.19951,-0.06596,518.726053
CUGMIC,-0.1767,-0.10693,254.400324
KAWTEJ,-0.22874,-0.12461,410.428746
IJIKUH,-0.20883,-0.08111,507.395658
UMEHUQ,-0.18499,-0.0279,409.418884
FACGOG,-0.18591,-0.063,217.108133
UHIQAD,-0.18257,-0.04508,384.06425
LERNIH,-0.17049,-0.02372,493.927947
LEXMOR,-0.21471,-0.09878,416.011727
QUFSIU,-0.18224,-0.07262,489.71027
JAJDUU,-0.21616,-0.05367,344.246972
LEMLIY,-0.17521,-0.06554,248.474731
XEMDEZ,-0.14165,-0.04345,341.67139
PIPXIV,-0.18963,-0.08348,337.026232
BEZMUP,-0.21625,-0.06293,420.669815
YUTHIE,-0.18351,-0.06782,344.374324
ZUFYOO,-0.23007,-0.08081,197.589849
KAFXOG,-0.24052,-0.10465,773.866366
ETOYOD,-0.21381,-0.08344,320.882375
TISGOU,-0.18485,-0.03336,526.787069
CATKEN,-0.2175,-0.07781,185.306108
XUNNOJ,-0.21742,-0.07181,210.651192
SEHZUA,-0.30905,-0.20641,270.09131
PEQCUK,-0.17725,-0.04849,339.149716
ZIMYEZ,-0.1742,-0.07918,402.990015
YIFYIV,-0.19077,-0.08235,309.403503
IMEWON,-0.20323,-0.03001,246.203043
DOBXEY,-0.16402,-0.06997,360.564125
IDARAH,-0.17203,-0.05063,458.304385
IHIBOR,-0.16861,-0.06281,372.465846
FENWAZ,-0.16419,-0.08386,527.441787
IQEYAE,-0.18177,-0.01491,251.189746
BOMNOJ,-0.21778,-0.12276,578.179865
XAGZAG,-0.20307,-0.08188,512.01476
TEZDEH,-0.18686,-0.08031,279.382312
SOSDIO,-0.18996,-0.03781,428.203389
VAWYOI,-0.18324,-0.06866,379.690612
KIWGAA,-0.19338,-0.08346,412.886339
PURJAN,-0.17228,-0.06831,465.525116
XADCOX,-0.19006,-0.07047,384.683719
JEWFAT,-0.14341,-0.05478,381.08825
KAWZIR,-0.20005,-0.09536,194.329941
TENSUA,-0.20155,0.03717,186.549091
DORQOQ,-0.20512,-0.09035,436.07973
FOLKAT,-0.19631,-0.07416,382.121106
LACNOS,-0.16548,-0.03477,415.277976
ZEHXAL,-0.1894,-0.07673,339.998708
NEVKOO,-0.24179,-0.03962,270.028089
KAWZOX,-0.20236,-0.09638,205.834026
KUGQIO,-0.164,-0.08718,414.992918
FUHGAQ,-0.09323,-0.03215,305.352462
ZIZWAJ,-0.10238,0.08216,222.759558
FAZMUO,-0.17934,-0.03475,614.017876
JIXYIZ,-0.18645,-0.05872,463.285885
HOLLUR,-0.1597,-0.05038,421.454931
FUBBOV,-0.17057,-0.08295,606.621212
PIXSUK,-0.35631,-0.19807,213.945591
PAQCAM,-0.19571,-0.06492,457.336763
BARVAU,-0.19624,-0.10829,431.010391
NIMJUR,-0.17784,-0.07356,530.191698
KASSAY,-0.21864,-0.21203,292.097104
ZIHJEH,-0.19768,-0.05409,496.723938
KELLUJ,-0.22488,-0.09627,234.311094
IYUDIP,-0.18449,-0.09258,284.682375
ECIMAF,-0.19849,-0.05713,353.788007
IYOHUZ,-0.18881,-0.10184,664.896264
SAKQEC,-0.16783,-0.07096,363.243802
CIHTOD,-0.1952,-0.09636,282.491348
PIYKUE,-0.18157,-0.05335,544.403318
GUHROR,-0.22015,-0.09166,428.752389
VAWRUG,-0.24926,-0.12338,153.903062
PAYROX,-0.20035,-0.09737,404.726045
AYUCAA,-0.16402,-0.02426,474.025489
XUNFER,-0.16039,-0.07724,836.46391
